id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil
19638,49.0,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,yes,45-54,Divorciadxs
19639,57.0,retired,married,primary,no,333,no,no,unknown,22,aug,336,2,-1,0,unknown,no,55-64,Gen Z & Boomers
19640,33.0,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes,25-34,Millenials
19641,48.0,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes,45-54,Divorciadxs
19642,50.0,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,-1,0,unknown,no,45-54,Divorciadxs
19643,33.0,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,yes,25-34,Millenials
19644,55.0,management,married,primary,no,113,no,no,cellular,12,aug,306,1,457,3,failure,yes,55-64,Gen Z & Boomers
19645,28.0,student,single,tertiary,no,61,yes,no,cellular,16,jul,401,8,-1,0,unknown,no,25-34,Millenials
19646,31.0,technician,married,tertiary,no,11,no,no,cellular,27,aug,651,2,-1,0,unknown,no,25-34,Millenials
19647,30.0,management,married,tertiary,no,4328,no,no,cellular,30,apr,262,3,189,11,other,yes,25-34,Millenials
19648,30.0,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,4,-1,0,unknown,yes,25-34,Millenials
19649,32.0,management,single,tertiary,no,0,no,no,cellular,22,aug,360,2,-1,0,unknown,no,25-34,Millenials
19650,33.0,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown,yes,25-34,Millenials
19651,50.0,blue-collar,married,primary,no,1064,yes,no,cellular,8,aug,31,2,-1,0,unknown,no,45-54,Divorciadxs
19652,47.0,management,married,tertiary,no,1057,no,no,cellular,4,aug,488,2,-1,0,unknown,no,45-54,Divorciadxs
19653,55.0,services,divorced,secondary,no,0,no,no,cellular,27,sep,262,6,193,4,success,yes,55-64,Gen Z & Boomers
19654,26.0,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,-1,0,unknown,yes,25-34,Millenials
19655,50.0,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,no,45-54,Divorciadxs
19656,31.0,blue-collar,single,secondary,yes,-575,yes,no,unknown,2,jun,153,9,-1,0,unknown,no,25-34,Millenials
19657,51.0,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown,yes,45-54,Divorciadxs
19658,32.0,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown,yes,25-34,Millenials
19659,59.0,management,married,unknown,no,3428,yes,yes,cellular,19,nov,103,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19660,30.0,management,single,tertiary,no,218,no,no,unknown,3,jun,75,1,-1,0,unknown,no,25-34,Millenials
19661,64.0,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,yes,55-64,Gen Z & Boomers
19662,56.0,services,married,secondary,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown,no,55-64,Gen Z & Boomers
19663,43.0,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,yes,35-44,Adultxs
19664,29.0,management,married,secondary,no,0,yes,no,unknown,2,jun,85,4,-1,0,unknown,no,25-34,Millenials
19665,34.0,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes,25-34,Millenials
19666,38.0,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,yes,35-44,Adultxs
19667,32.0,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,no,25-34,Millenials
19668,58.0,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19669,73.0,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes,65+,Gen Z & Boomers
19670,41.0,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no,35-44,Adultxs
19671,75.0,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,yes,65+,Gen Z & Boomers
19672,27.0,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,0,unknown,yes,25-34,Millenials
19673,45.0,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes,45-54,Divorciadxs
19674,73.0,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,-1,0,unknown,no,65+,Gen Z & Boomers
19675,71.0,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes,65+,Gen Z & Boomers
19676,28.0,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown,no,25-34,Millenials
19677,32.0,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,yes,25-34,Millenials
19678,29.0,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,yes,25-34,Millenials
19679,39.0,management,married,tertiary,no,45,no,no,cellular,28,aug,148,4,-1,0,unknown,no,35-44,Adultxs
19680,46.0,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes,45-54,Divorciadxs
19681,62.0,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes,55-64,Gen Z & Boomers
19682,38.0,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,no,35-44,Adultxs
19683,46.0,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no,45-54,Divorciadxs
19684,46.0,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes,45-54,Divorciadxs
19685,33.0,management,married,tertiary,no,2044,yes,no,cellular,15,may,102,3,177,1,failure,no,25-34,Millenials
19686,31.0,management,single,secondary,no,1310,yes,no,cellular,18,may,12,2,-1,0,unknown,no,25-34,Millenials
19687,32.0,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no,25-34,Millenials
19688,31.0,technician,single,secondary,no,1222,yes,no,cellular,20,apr,186,3,-1,0,unknown,no,25-34,Millenials
19689,43.0,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes,35-44,Adultxs
19690,43.0,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,unknown,yes,35-44,Adultxs
19691,30.0,management,single,tertiary,no,13774,no,no,cellular,14,sep,380,1,-1,0,unknown,no,25-34,Millenials
19692,51.0,technician,married,secondary,no,117,no,no,cellular,18,feb,442,2,-1,0,unknown,yes,45-54,Divorciadxs
19693,25.0,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,unknown,yes,25-34,Millenials
19694,31.0,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,-1,0,unknown,no,25-34,Millenials
19695,38.0,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no,35-44,Adultxs
19696,30.0,technician,divorced,tertiary,no,317,yes,no,cellular,25,jul,67,5,-1,0,unknown,no,25-34,Millenials
19697,35.0,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other,no,35-44,Adultxs
19698,61.0,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes,55-64,Gen Z & Boomers
19699,38.0,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes,35-44,Adultxs
19700,75.0,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes,65+,Gen Z & Boomers
19701,39.0,blue-collar,married,secondary,no,142,no,yes,cellular,14,jul,424,4,-1,0,unknown,no,35-44,Adultxs
19702,34.0,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,195,2,357,2,failure,no,25-34,Millenials
19703,44.0,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no,35-44,Adultxs
19704,43.0,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no,35-44,Adultxs
19705,34.0,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,yes,25-34,Millenials
19706,44.0,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,1,-1,0,unknown,yes,35-44,Adultxs
19707,45.0,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,yes,45-54,Divorciadxs
19708,38.0,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no,35-44,Adultxs
19709,29.0,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no,25-34,Millenials
19710,71.0,retired,married,primary,no,2600,no,no,cellular,7,aug,212,1,-1,0,unknown,yes,65+,Gen Z & Boomers
19711,31.0,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes,25-34,Millenials
19712,33.0,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes,25-34,Millenials
19713,29.0,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,yes,25-34,Millenials
19714,36.0,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no,35-44,Adultxs
19715,52.0,unemployed,married,tertiary,no,2133,no,yes,cellular,18,jul,90,1,-1,0,unknown,no,45-54,Divorciadxs
19716,27.0,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes,25-34,Millenials
19717,30.0,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,yes,25-34,Millenials
19718,66.0,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,283,1,-1,0,unknown,no,65+,Gen Z & Boomers
19719,64.0,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes,55-64,Gen Z & Boomers
19720,54.0,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown,no,45-54,Divorciadxs
19721,48.0,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no,45-54,Divorciadxs
19722,54.0,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,no,45-54,Divorciadxs
19723,60.0,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no,55-64,Gen Z & Boomers
19724,26.0,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown,yes,25-34,Millenials
19725,35.0,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes,35-44,Adultxs
19726,31.0,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no,25-34,Millenials
19727,33.0,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes,25-34,Millenials
19728,34.0,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown,yes,25-34,Millenials
19729,21.0,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes,18-24,Gen Z & Boomers
19730,37.0,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,no,35-44,Adultxs
19731,30.0,self-employed,single,secondary,no,5223,no,no,cellular,14,oct,404,2,-1,0,unknown,no,25-34,Millenials
19732,56.0,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19733,55.0,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes,55-64,Gen Z & Boomers
19734,29.0,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes,25-34,Millenials
19735,42.0,technician,single,tertiary,no,-411,yes,no,cellular,24,jul,212,3,-1,0,unknown,no,35-44,Adultxs
19736,51.0,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,1,-1,0,unknown,no,45-54,Divorciadxs
19737,34.0,entrepreneur,married,secondary,no,3119,yes,no,unknown,21,may,250,4,-1,0,unknown,no,25-34,Millenials
19738,33.0,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no,25-34,Millenials
19739,36.0,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no,35-44,Adultxs
19740,32.0,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,-1,0,unknown,no,25-34,Millenials
19741,46.0,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes,45-54,Divorciadxs
19742,39.0,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35-44,Adultxs
19743,35.0,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other,no,35-44,Adultxs
19744,35.0,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure,yes,35-44,Adultxs
19745,51.0,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown,yes,45-54,Divorciadxs
19746,57.0,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,unknown,yes,55-64,Gen Z & Boomers
19747,31.0,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no,25-34,Millenials
19748,27.0,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,yes,25-34,Millenials
19749,34.0,services,married,secondary,no,295,yes,yes,cellular,4,jul,64,1,-1,0,unknown,no,25-34,Millenials
19750,42.0,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown,yes,35-44,Adultxs
19751,43.0,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,yes,35-44,Adultxs
19752,34.0,technician,single,secondary,no,920,yes,no,cellular,29,oct,250,1,342,5,failure,no,25-34,Millenials
19753,36.0,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,yes,35-44,Adultxs
19754,42.0,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,-1,0,unknown,no,35-44,Adultxs
19755,25.0,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes,25-34,Millenials
19756,57.0,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,yes,55-64,Gen Z & Boomers
19757,41.0,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,no,35-44,Adultxs
19758,34.0,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no,25-34,Millenials
19759,53.0,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes,45-54,Divorciadxs
19760,33.0,technician,single,secondary,no,2583,no,no,cellular,25,may,241,1,108,1,failure,no,25-34,Millenials
19761,40.0,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no,35-44,Adultxs
19762,46.0,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes,45-54,Divorciadxs
19763,35.0,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown,yes,35-44,Adultxs
19764,26.0,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes,25-34,Millenials
19765,44.0,management,married,unknown,no,2982,no,no,unknown,16,jun,55,2,-1,0,unknown,no,35-44,Adultxs
19766,48.0,admin.,married,secondary,no,112,no,no,cellular,18,aug,139,5,-1,0,unknown,no,45-54,Divorciadxs
19767,32.0,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84,9,-1,0,unknown,no,25-34,Millenials
19768,59.0,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes,55-64,Gen Z & Boomers
19769,34.0,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown,no,25-34,Millenials
19770,55.0,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,1,82,2,failure,no,55-64,Gen Z & Boomers
19771,59.0,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,no,55-64,Gen Z & Boomers
19772,47.0,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,no,45-54,Divorciadxs
19773,25.0,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes,25-34,Millenials
19774,36.0,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no,35-44,Adultxs
19775,49.0,entrepreneur,married,tertiary,no,384,no,no,unknown,11,jun,64,1,-1,0,unknown,no,45-54,Divorciadxs
19776,40.0,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no,65+,Gen Z & Boomers
19777,41.0,services,married,secondary,no,2085,yes,no,unknown,26,may,125,4,-1,0,unknown,no,35-44,Adultxs
19778,75.0,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes,65+,Gen Z & Boomers
19779,56.0,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes,55-64,Gen Z & Boomers
19780,60.0,blue-collar,married,primary,no,4903,no,yes,unknown,9,jun,290,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19781,61.0,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,unknown,yes,55-64,Gen Z & Boomers
19782,35.0,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,2,-1,0,unknown,no,35-44,Adultxs
19783,49.0,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283,2,-1,0,unknown,no,45-54,Divorciadxs
19784,54.0,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,-1,0,unknown,yes,45-54,Divorciadxs
19785,57.0,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,yes,55-64,Gen Z & Boomers
19786,32.0,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes,25-34,Millenials
19787,55.0,retired,married,secondary,no,493,yes,no,unknown,13,may,647,7,-1,0,unknown,no,55-64,Gen Z & Boomers
19788,36.0,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes,35-44,Adultxs
19789,25.0,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes,25-34,Millenials
19790,37.0,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no,35-44,Adultxs
19791,47.0,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,yes,45-54,Divorciadxs
19792,37.0,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes,35-44,Adultxs
19793,63.0,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes,55-64,Gen Z & Boomers
19794,57.0,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19795,53.0,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes,45-54,Divorciadxs
19796,22.0,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes,18-24,Gen Z & Boomers
19797,48.0,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes,45-54,Divorciadxs
19798,55.0,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no,55-64,Gen Z & Boomers
19799,28.0,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,no,25-34,Millenials
19800,48.0,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,unknown,no,45-54,Divorciadxs
19801,42.0,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,no,35-44,Adultxs
19802,43.0,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes,35-44,Adultxs
19803,30.0,technician,single,tertiary,no,178,no,no,cellular,17,jul,656,3,-1,0,unknown,yes,25-34,Millenials
19804,22.0,student,single,unknown,no,1232,no,no,cellular,30,jul,283,1,430,2,other,yes,18-24,Gen Z & Boomers
19805,51.0,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no,45-54,Divorciadxs
19806,57.0,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes,55-64,Gen Z & Boomers
19807,31.0,technician,single,tertiary,no,703,yes,no,unknown,8,may,943,2,-1,0,unknown,yes,25-34,Millenials
19808,33.0,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no,25-34,Millenials
19809,59.0,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,-1,0,unknown,yes,55-64,Gen Z & Boomers
19810,41.0,management,married,tertiary,no,9,yes,no,cellular,22,jul,82,3,-1,0,unknown,no,35-44,Adultxs
19811,58.0,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no,55-64,Gen Z & Boomers
19812,60.0,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,yes,55-64,Gen Z & Boomers
19813,34.0,admin.,single,tertiary,no,64,yes,no,cellular,28,jul,76,2,-1,0,unknown,no,25-34,Millenials
19814,53.0,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes,45-54,Divorciadxs
19815,42.0,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes,35-44,Adultxs
19816,43.0,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no,35-44,Adultxs
19817,22.0,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,yes,18-24,Gen Z & Boomers
19818,40.0,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no,35-44,Adultxs
19819,43.0,admin.,single,secondary,no,733,yes,no,cellular,19,nov,1102,3,-1,0,unknown,yes,35-44,Adultxs
19820,59.0,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes,55-64,Gen Z & Boomers
19821,30.0,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes,25-34,Millenials
19822,28.0,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes,25-34,Millenials
19823,32.0,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no,25-34,Millenials
19824,64.0,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,yes,55-64,Gen Z & Boomers
19825,37.0,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes,35-44,Adultxs
19826,47.0,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes,45-54,Divorciadxs
19827,55.0,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no,55-64,Gen Z & Boomers
19828,38.0,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown,no,35-44,Adultxs
19829,68.0,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes,65+,Gen Z & Boomers
19830,37.0,self-employed,married,primary,no,0,no,no,unknown,7,may,112,4,-1,0,unknown,no,35-44,Adultxs
19831,54.0,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no,45-54,Divorciadxs
19832,34.0,management,married,tertiary,no,0,yes,yes,cellular,10,jul,129,1,-1,0,unknown,no,25-34,Millenials
19833,51.0,management,married,unknown,no,1708,no,no,telephone,29,jan,92,3,-1,0,unknown,no,45-54,Divorciadxs
19834,52.0,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,1,-1,0,unknown,yes,45-54,Divorciadxs
19835,47.0,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes,45-54,Divorciadxs
19836,33.0,management,single,secondary,no,2955,yes,no,cellular,18,may,178,2,-1,0,unknown,no,25-34,Millenials
19837,37.0,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,1,failure,no,35-44,Adultxs
19838,58.0,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes,55-64,Gen Z & Boomers
19839,57.0,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes,55-64,Gen Z & Boomers
19840,32.0,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes,25-34,Millenials
19841,57.0,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,yes,55-64,Gen Z & Boomers
19842,44.0,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no,35-44,Adultxs
19843,50.0,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes,45-54,Divorciadxs
19844,35.0,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,no,35-44,Adultxs
19845,30.0,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no,25-34,Millenials
19846,56.0,services,married,unknown,no,616,no,no,unknown,18,jun,1812,1,-1,0,unknown,no,55-64,Gen Z & Boomers
19847,51.0,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown,yes,45-54,Divorciadxs
19848,20.0,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes,18-24,Gen Z & Boomers
19849,44.0,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes,35-44,Adultxs
19850,42.0,management,married,primary,no,860,yes,no,unknown,15,may,90,3,-1,0,unknown,no,35-44,Adultxs
19851,37.0,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126,5,-1,0,unknown,no,35-44,Adultxs
19852,35.0,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes,35-44,Adultxs
19853,30.0,admin.,single,secondary,no,98,yes,no,cellular,23,jul,100,5,-1,0,unknown,no,25-34,Millenials
19854,29.0,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,-1,0,unknown,yes,25-34,Millenials
19855,37.0,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no,35-44,Adultxs
19856,69.0,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes,65+,Gen Z & Boomers
19857,55.0,admin.,married,secondary,no,512,no,no,cellular,18,aug,115,4,-1,0,unknown,no,55-64,Gen Z & Boomers
19858,49.0,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes,45-54,Divorciadxs
19859,39.0,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,157,3,486,1,other,no,35-44,Adultxs
19860,35.0,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,yes,35-44,Adultxs
19861,49.0,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,no,45-54,Divorciadxs
19862,56.0,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,-1,0,unknown,yes,55-64,Gen Z & Boomers
19863,31.0,entrepreneur,single,secondary,no,131,yes,no,cellular,21,jul,157,1,-1,0,unknown,no,25-34,Millenials
19864,57.0,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no,55-64,Gen Z & Boomers
19865,56.0,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no,55-64,Gen Z & Boomers
19866,56.0,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no,55-64,Gen Z & Boomers
