id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
24581,49,self-employed,married,secondary,no,-199,yes,yes,cellular,29,jan,385,1,-1,0,unknown,no
24582,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes
24583,34,technician,single,tertiary,no,370,no,no,cellular,11,aug,116,2,-1,0,unknown,no
24584,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes
24585,36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
24586,36,technician,single,secondary,no,664,no,no,cellular,22,aug,309,3,-1,0,unknown,no
24587,40,blue-collar,married,secondary,no,1844,NULL,no,cellular,11,may,231,1,-1,0,unknown,no
24588,26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,yes
24589,33,technician,married,tertiary,no,-482,yes,no,cellular,29,jul,90,3,-1,0,unknown,no
24590,37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown,no
24591,53,admin.,married,primary,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown,no
24592,40,blue-collar,single,unknown,no,24,yes,no,unknown,5,may,185,1,-1,0,unknown,no
24593,30,self-employed,single,tertiary,no,2593,no,no,unknown,27,may,662,7,-1,0,unknown,no
24594,30,management,single,secondary,no,186,yes,no,cellular,20,nov,235,3,-1,0,unknown,no
24595,56,management,married,tertiary,no,94,no,no,cellular,23,jul,530,3,-1,0,unknown,no
24596,69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
24597,29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,yes
24598,30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,unknown,yes
24599,27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
24600,44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,234,1,356,2,failure,no
24601,32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,yes
24602,55,housemaid,married,primary,no,4,no,no,cellular,21,nov,85,3,-1,0,unknown,no
24603,51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no
24604,29,admin.,single,secondary,no,2768,yes,no,unknown,2,jun,121,4,-1,0,unknown,no
24605,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown,yes
24606,34,services,divorced,secondary,no,1281,no,no,cellular,5,feb,237,1,-1,0,unknown,no
24607,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,no
24608,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
24609,40,blue-collar,married,primary,no,1758,yes,no,unknown,16,may,1230,3,-1,0,unknown,yes
24610,53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
24611,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
24612,54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,no
24613,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
24614,29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes
24615,47,management,married,unknown,no,4189,yes,no,cellular,19,nov,489,3,-1,0,unknown,yes
24616,29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,no
24617,46,admin.,married,secondary,no,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown,no
24618,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
24619,44,blue-collar,married,primary,no,112,yes,no,unknown,14,may,225,2,-1,0,unknown,no
24620,57,retired,married,secondary,no,427,no,no,cellular,29,jan,246,1,-1,0,unknown,no
24621,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes
24622,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,yes
24623,37,blue-collar,married,secondary,no,374,yes,no,unknown,7,may,944,3,-1,0,unknown,no
24624,59,management,single,tertiary,no,68,yes,no,unknown,28,may,176,2,-1,0,unknown,no
24625,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown,yes
24626,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,no
24627,26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,yes
24628,46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,yes
24629,39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,yes
24630,40,housemaid,married,secondary,no,949,no,no,cellular,8,aug,182,1,-1,0,unknown,no
24631,31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,jul,1039,7,-1,0,unknown,yes
24632,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
24633,44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,no
24634,42,management,married,tertiary,no,72,yes,no,cellular,20,apr,124,2,348,3,failure,no
24635,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,unknown,no
24636,34,blue-collar,married,primary,no,3527,yes,no,cellular,21,nov,1022,1,-1,0,unknown,yes
24637,37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown,yes
24638,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,no
24639,21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes
24640,51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
24641,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
24642,27,management,single,tertiary,yes,0,yes,no,unknown,19,may,352,1,-1,0,unknown,no
24643,54,entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,nov,75,5,-1,0,unknown,no
24644,36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,736,1,-1,0,unknown,yes
24645,35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes
24646,29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,unknown,no
24647,39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,unknown,no
24648,37,management,married,tertiary,no,49,no,yes,cellular,22,aug,132,1,-1,0,unknown,no
24649,41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
24650,31,blue-collar,married,primary,no,55,yes,yes,cellular,17,apr,340,2,-1,0,unknown,no
24651,33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
24652,56,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536,1,-1,0,unknown,yes
24653,29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,unknown,no
24654,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
24655,49,blue-collar,married,primary,no,6215,yes,no,cellular,11,may,549,1,-1,0,unknown,no
24656,45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,no
24657,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown,no
24658,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
24659,54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
24660,18,student,single,secondary,no,5,no,no,cellular,24,aug,143,2,-1,0,unknown,no
24661,44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown,yes
24662,51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
24663,53,self-employed,married,tertiary,no,20,yes,no,cellular,7,aug,218,2,-1,0,unknown,no
24664,53,entrepreneur,single,unknown,no,717,no,no,cellular,30,jul,594,2,-1,0,unknown,no
24665,32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,-1,0,unknown,no
24666,32,services,married,secondary,no,15,yes,no,cellular,15,may,391,1,-1,0,unknown,no
24667,56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
24668,51,technician,married,secondary,no,2937,no,no,telephone,21,nov,30,3,-1,0,unknown,no
24669,35,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102,1,-1,0,unknown,no
24670,45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
24671,52,admin.,married,primary,no,204,no,no,cellular,19,aug,123,2,-1,0,unknown,no
24672,60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes
24673,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes
24674,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes
24675,52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
24676,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
24677,36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,yes
24678,36,management,married,tertiary,no,2547,no,no,cellular,31,jul,292,1,-1,0,unknown,no
24679,61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
24680,53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,no
24681,57,admin.,married,unknown,no,0,yes,no,unknown,15,may,215,2,-1,0,unknown,no
24682,28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
24683,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414,2,-1,0,unknown,yes
24684,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
24685,35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,no
24686,48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243,7,-1,0,unknown,yes
24687,31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,-1,0,unknown,no
24688,57,retired,divorced,secondary,no,-663,yes,no,cellular,13,may,210,1,351,2,failure,no
24689,36,services,married,unknown,no,618,no,no,cellular,13,jul,360,1,335,2,success,yes
24690,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
24691,57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,unknown,no
24692,32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no
24693,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
24694,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,yes
24695,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020,1,-1,0,unknown,yes
24696,32,services,single,secondary,no,2459,yes,yes,unknown,23,may,162,1,-1,0,unknown,no
24697,49,management,married,tertiary,no,20,yes,no,cellular,4,feb,117,1,-1,0,unknown,no
24698,35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
24699,30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
24700,46,management,married,secondary,no,0,no,no,unknown,12,jun,155,1,-1,0,unknown,no
24701,34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,-1,0,unknown,yes
24702,61,retired,married,primary,no,56,no,no,cellular,7,sep,288,3,-1,0,unknown,yes
24703,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
24704,50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
24705,35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes
24706,59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,-1,0,unknown,yes
24707,30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes
24708,34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
24709,57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no
24710,37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown,yes
24711,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,-1,0,unknown,no
24712,33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,-1,0,unknown,no
24713,54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure,no
24714,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,unknown,yes
24715,33,management,married,tertiary,no,2044,yes,no,cellular,15,may,102,3,177,1,failure,no
24716,64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,yes
24717,27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown,yes
24718,46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,-1,0,unknown,no
24719,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,unknown,yes
24720,58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
24721,47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,3,91,8,success,yes
24722,60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,1,586,2,failure,yes
24723,32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,yes
24724,38,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,63,1,-1,0,unknown,no
24725,43,admin.,married,secondary,no,616,yes,no,unknown,9,may,168,2,-1,0,unknown,no
24726,30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
24727,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
24728,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
24729,30,technician,married,tertiary,no,606,yes,no,cellular,30,apr,551,1,-1,0,unknown,no
24730,44,technician,married,tertiary,no,717,no,no,cellular,3,jun,150,2,-1,0,unknown,no
24731,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes
24732,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes
24733,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,716,1,-1,0,unknown,yes
24734,48,management,divorced,secondary,no,769,no,yes,cellular,28,jan,58,2,184,15,other,no
24735,49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,1,-1,0,unknown,yes
24736,35,management,married,tertiary,no,178,no,no,cellular,14,aug,76,2,-1,0,unknown,no
24737,67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,unknown,no
24738,28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
24739,37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,2,-1,0,unknown,yes
24740,44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,yes
24741,53,blue-collar,married,secondary,no,913,yes,no,cellular,23,jul,730,1,-1,0,unknown,no
24742,30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,4,-1,0,unknown,no
24743,40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
24744,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,yes
24745,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,yes
24746,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,unknown,yes
24747,34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown,yes
24748,54,technician,married,secondary,no,0,no,no,telephone,5,feb,744,3,-1,0,unknown,yes
24749,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
24750,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown,yes
24751,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,-1,0,unknown,yes
24752,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown,yes
24753,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,no
24754,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown,yes
24755,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,no
24756,60,retired,married,tertiary,no,2194,yes,no,telephone,20,apr,31,3,263,9,failure,no
24757,54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,4,-1,0,unknown,no
24758,46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,576,1,-1,0,unknown,yes
24759,33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,yes
24760,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
24761,33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,-1,0,unknown,yes
24762,33,management,single,tertiary,no,191,no,yes,cellular,3,feb,678,4,209,1,failure,no
24763,38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
24764,29,technician,single,secondary,no,938,no,no,cellular,3,nov,358,1,-1,0,unknown,yes
24765,31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no
24766,30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
24767,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,-1,0,unknown,no
24768,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes
24769,86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,unknown,yes
24770,30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,no
24771,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
24772,31,technician,single,tertiary,no,176,no,no,cellular,21,aug,241,4,-1,0,unknown,no
24773,48,management,married,tertiary,no,2351,no,no,cellular,15,sep,150,1,105,3,success,yes
24774,35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,yes
24775,32,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
24776,30,blue-collar,single,secondary,no,-93,yes,no,unknown,27,may,149,2,-1,0,unknown,no
24777,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
24778,35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no
24779,38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no
24780,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
24781,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
24782,55,management,married,tertiary,no,1433,no,no,unknown,12,jun,298,3,-1,0,unknown,no
24783,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
24784,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
24785,51,admin.,divorced,secondary,no,520,no,yes,cellular,10,jul,157,1,-1,0,unknown,no
24786,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
24787,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no
24788,20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,yes
24789,30,management,married,tertiary,no,-328,yes,no,unknown,14,may,242,5,-1,0,unknown,no
24790,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,yes
24791,43,blue-collar,married,secondary,no,1311,yes,no,unknown,14,may,746,1,-1,0,unknown,no
24792,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
24793,46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,no
24794,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
24795,46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,unknown,no
24796,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,yes
24797,26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094,2,-1,0,unknown,yes
24798,27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
24799,55,housemaid,married,primary,no,10,no,no,cellular,4,feb,174,3,-1,0,unknown,no
24800,48,blue-collar,married,primary,no,-254,no,yes,cellular,29,aug,134,4,-1,0,unknown,no
24801,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
24802,21,student,single,primary,no,423,NULL,no,cellular,8,apr,104,5,-1,0,unknown,yes
24803,35,admin.,married,secondary,no,-257,no,no,cellular,28,jan,117,3,-1,0,unknown,no
24804,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes
24805,24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,935,1,-1,0,unknown,yes
24806,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
24807,53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
24808,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
24809,26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other,no
24810,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
24811,43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no
24812,29,blue-collar,married,secondary,no,0,no,no,cellular,10,jul,45,1,-1,0,unknown,no
24813,35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
24814,43,admin.,single,secondary,no,6,no,no,unknown,16,may,244,1,-1,0,unknown,no
24815,55,management,single,NULL,no,797,no,no,cellular,29,jul,24,2,-1,0,unknown,no
24816,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
24817,54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success,yes
24818,39,technician,married,tertiary,no,94,no,no,cellular,7,aug,70,2,-1,0,unknown,no
24819,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
24820,32,management,single,tertiary,yes,4,no,no,cellular,29,jan,181,1,-1,0,unknown,no
24821,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,-1,0,unknown,yes
24822,48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,no
24823,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,yes
24824,86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,1,-1,0,unknown,yes
24825,29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no
24826,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
24827,45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,no
24828,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
24829,59,admin.,married,primary,no,879,yes,no,cellular,30,jan,126,5,259,7,failure,no
24830,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
24831,27,unemployed,single,secondary,no,0,yes,no,cellular,21,jul,53,6,-1,0,unknown,no
24832,25,admin.,single,secondary,no,82,no,yes,cellular,7,apr,104,2,-1,0,unknown,yes
24833,35,technician,married,tertiary,no,432,no,no,cellular,12,aug,104,8,-1,0,unknown,no
24834,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
24835,62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other,yes
24836,48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
24837,37,blue-collar,divorced,secondary,no,811,yes,yes,cellular,6,apr,185,3,-1,0,unknown,no
24838,25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,yes
24839,47,unemployed,divorced,secondary,no,947,no,no,cellular,5,feb,124,2,-1,0,unknown,no
24840,59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
24841,49,technician,single,tertiary,no,2585,no,no,unknown,11,jun,64,1,-1,0,unknown,no
24842,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
24843,32,services,married,secondary,no,1398,yes,yes,cellular,15,may,233,1,-1,0,unknown,no
24844,39,housemaid,married,primary,no,34,yes,no,cellular,14,jul,377,3,-1,0,unknown,no
24845,32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,2,-1,0,unknown,yes
24846,47,admin.,married,tertiary,no,12276,no,no,unknown,20,jun,77,5,-1,0,unknown,no
24847,58,retired,divorced,tertiary,no,499,yes,yes,cellular,29,jan,181,1,-1,0,unknown,no
24848,30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown,yes
24849,53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,no
24850,41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,85,1,195,5,other,no
24851,46,management,married,tertiary,no,2817,no,no,cellular,17,sep,543,1,-1,0,unknown,yes
24852,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,yes
24853,49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,yes
24854,39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,no
24855,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,no
24856,30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no
24857,29,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,130,2,-1,0,unknown,no
24858,49,management,married,tertiary,no,1887,no,no,cellular,18,nov,244,3,-1,0,unknown,no
24859,62,unemployed,married,secondary,no,780,no,no,cellular,28,aug,162,2,-1,0,unknown,yes
24860,34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,2,-1,0,unknown,yes
24861,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,-1,0,unknown,no
24862,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
24863,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
24864,31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,-1,0,unknown,no
24865,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
24866,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,0,unknown,yes
24867,34,technician,married,secondary,no,260,yes,no,cellular,17,apr,20,2,238,2,failure,no
24868,55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,312,1,-1,0,unknown,no
24869,30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown,no
24870,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
24871,31,admin.,married,secondary,no,89,no,no,unknown,7,may,297,3,-1,0,unknown,no
